X,Y,objectid,featuretype,description,class,name,operationalstatus,owner,generationtype,primaryfueltype,primarysubfueltype,generationmw,generatornumber,locality,state,spatialconfidence,revised,comment_,ga_guid,x_coordinate,y_coordinate
152.068975749,-30.575106375,285,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Oaky,Operational,Essential Energy,Hydroelectric - Gravity,Water,,4.8,5,Wollomombi,New South Wales,5,2012/09/11 00:00:00+00,,{606940BA-9D78-4564-8BA7-69FC45118454},152.06897575,-30.57510638
151.071941619,-32.580193295,286,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Redbank,Operational,Biogreen Energy Pty Limited,Steam Subcritical,Coal,Coal Tailings - BDT Fuel,150,1,Warkworth,New South Wales,5,2016/11/30 00:00:00+00,,{E5FFD8AD-94BB-4CE3-B1EE-BB15CC35A914},151.07194162,-32.5801933
150.949471469,-33.850027293,287,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Smithfield Energy,Operational,Marubeni Australia Power Services,Combined Cycle Gas Turbine,Natural Gas,,170.9,3,Smithfield,New South Wales,5,2012/09/11 00:00:00+00,"Generating Units 3x38, 1x62",{305B9A6B-C98C-4034-9111-723A97F17530},150.94947147,-33.85002729
150.58077547,-34.248220262,288,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Tahmoor,Operational,EnviroGen Pty Ltd,Reciprocating Engine,Coal Seam Methane,Gas,7,7,Bargo,New South Wales,5,2016/11/30 00:00:00+00,,{1E05662D-8FDA-407B-9F53-E3F0A90C3DF8},150.58077547,-34.24822026
150.8080614,-34.5227652839999,289,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Tallawarra,Operational,TRUenergy,Combined Cycle Gas Turbine,Natural Gas,,460,1,Yallah,New South Wales,5,2016/05/11 00:00:00+00,,{0C45845D-4CBD-4D08-B949-62BD4C543177},150.8080614,-34.52276528
151.611912497,-32.9454773479999,290,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Teralba,Operational,EnviroGen Pty Ltd,Spark Ignition Reciprocating Engine,Natural Gas,Waste Coal Mine Gas,3,4,Teralba,New South Wales,5,2016/05/11 00:00:00+00,,{FC11570B-2985-4452-87C2-55D79D46B37C},151.6119125,-32.94547735
151.717814641,-32.821638572,291,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Tomago Aluminium Smelter,Operational,Tomago Aluminium,,Natural Gas,,810,3,Tomago,New South Wales,5,2016/04/18 00:00:00+00,,{E829CA13-B8E6-492F-ABC9-DFBC2DAF524B},151.71781464,-32.82163857
150.717946454,-34.220679274,292,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Tower Mine,Operational,Energy Developments Ltd,Reciprocating Engine,Coal Seam Methane,,41.2,40,Douglas Park,New South Wales,5,2012/09/11 00:00:00+00,,{BDBBDC77-6535-4F49-A83A-7B057D71FF4C},150.71794645,-34.22067927
148.363715589,-35.951716081,293,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tumut 1 (Upper Tumut),Operational,Snowy Hydro Ltd,Hydroelectric - Gravity,Water,,616,4,Cabramurra,New South Wales,2,2016/05/11 00:00:00+00,,{FDB8BC47-6F89-4BC4-90A8-D445D5315DE2},148.36371559,-35.95171608
148.367222973,-35.8813711829999,294,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tumut 2 (Upper Tumut),Operational,Snowy Hydro Ltd,Hydroelectric - Gravity,Water,,336,4,Cabramurra,New South Wales,3,2016/05/11 00:00:00+00,Underground,{B425BF14-9F8E-4D15-8539-CACA14D495FC},148.36722297,-35.88137118
147.215697861,-35.179381985,295,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Uranquinty,Operational,Origin Energy,Open Cycle Gas Turbine,Natural Gas,,664,4,Uranquinty,New South Wales,5,2012/09/11 00:00:00+00,,{2DAD63E2-5514-41C7-A2E4-2D1E32C6A6C7},147.21569786,-35.17938199
151.543151478,-33.1607323429999,296,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Vales Point B,Operational,Delta Electricity,Steam Subcritical,Coal,Black Coal,1360,2,Mannering Park,New South Wales,5,2016/05/11 00:00:00+00,7.2MW from renewable fuels including wood waste and municipal solid waste,{ECF4A9B1-19F3-4DA6-B65C-2C6F68CD5402},151.54315148,-33.16073234
150.083350683,-33.402810845,297,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Wallerawang C,Operational,TRUenergy,Steam Subcritical,Coal,Black Coal,500,2,Wallerawang,New South Wales,5,2016/05/11 00:00:00+00,5.5MW from renewable fuels including wood waste and municipal solid waste,{59A20F81-8062-4F3D-B1A3-B39B89D66816},150.08335068,-33.40281085
150.596546127,-33.8832294929999,298,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Warragamba,Operational,Eraring Energy,Hydroelectric - Gravity,Water,,50,1,Warragamba,New South Wales,4,2012/09/11 00:00:00+00,,{B27E5581-B75F-4EA3-B109-C4F0A39FE15E},150.59654613,-33.88322949
150.842912405,-34.451524287,299,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,West Illawarra Leagues Club,Operational,West Illawarra Leagues Club,Compression Reciprocating Engine,Distillate,,1,,Unanderra,New South Wales,5,2012/09/11 00:00:00+00,,{FFAB2445-1C3E-4300-866D-213011A25A5C},150.84291241,-34.45152429
150.83286546,-34.051313283,300,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Western Suburbs Leagues Club (Campbelltown),Operational,Western Suburbs Leagues Club (Campbelltown),,Distillate,,1,,Leumeah,New South Wales,5,2016/05/11 00:00:00+00,,{6141FB54-1F11-4F99-95A2-BC82CDC5EEB5},150.83286546,-34.05131328
149.107991878,-32.664603121,301,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Burrendong,Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,19,1,Yarragal,New South Wales,5,2016/05/11 00:00:00+00,,{8B2A511E-5DF9-40E6-983A-CC7EED968C78},149.10799188,-32.66460312
150.923467973,-29.910185261,302,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Copeton,Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,24,1,Bundarra,New South Wales,5,2016/05/11 00:00:00+00,,{9AF8FF34-37A5-474C-B7C9-89F4D2E845D9},150.92346797,-29.91018526
149.677159073,-30.363424153,303,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Wilga Park,Operational,Santos,Reciprocating Engine,Coal Seam Methane,,16,11,Bohena Creek,New South Wales,5,2016/11/30 00:00:00+00,,{A85F2E7B-8E03-4623-B47C-0101F57C0833},149.67715907,-30.36342415
148.413533531,-36.350085088,304,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Guthega,Operational,Snowy Hydro Ltd,Hydroelectric - Gravity,Water,,80,2,Burrungubugge,New South Wales,5,2016/05/11 00:00:00+00,,{97697EE7-CF15-4918-BB1C-74626C27FF53},148.41353353,-36.35008509
150.491404909,-30.8791762289999,305,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lake Keepit,Operational,Country Energy,Hydroelectric - Gravity,Water,,6.5,1,Keepit,New South Wales,4,2012/09/11 00:00:00+00,,{229B6CC0-5A7C-4016-B30B-9E58C16D6100},150.49140491,-30.87917623
141.420341018,-31.9862825829999,306,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Broken Hill,Operational,Essential Energy,Open Cycle Gas Turbine,Natural Gas,,50,2,Broken Hill,New South Wales,4,2012/09/11 00:00:00+00,,{D1A17FAF-6A06-48CD-AA6A-D794AEE88B36},141.42034102,-31.98628258
151.520653409,-33.062062264,307,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Eraring,Operational,Origin Energy,Steam Subcritical,Coal,Black Coal,2880,4,Eraring,New South Wales,5,2016/05/11 00:00:00+00,"1 Stack, H 200m, concrete. Each gen con to pair of stepup trans",{5E30BA3F-250C-47B6-9A9F-F7587A67DB66},151.52065341,-33.06206226
146.447951953,-38.18087972,308,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Maryvale Mill,Operational,Australian Paper,,Biomass,Black Liquor,54.5,,Maryvale,Victoria,4,2012/09/11 00:00:00+00,"Point placed at centre of mill, not sure where power station is on the site.  Figure for generation MW may be questionable",{E935A725-DF9E-45B5-9EA6-93DE115114E6},146.44795195,-38.18087972
117.763771545,-35.050637039,309,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Grasmere Wind Farm (Albany Stage II),Operational,Verve Energy,Wind Turbine,Wind,,13.8,6,Sandpatch,Western Australia,5,2012/09/17 00:00:00+00,Second stage of Albany Wind Farm,{142B9938-7A24-45C6-A795-5969A34BCF50},117.76377155,-35.05063704
145.9266601,-17.937304404,310,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tully Sugar Mill,Operational,COFCO,Steam Subcritical,Biomass,Bagasse,21.4,,Tully,Queensland,4,2012/09/11 00:00:00+00,Point placed in middle of Tully Sugar Mill.  Exact location of power station within the mill site is unknown.  Generation MW could not be confirmed from imagery,{19A7D7EE-9F41-43B5-9CA9-F5435A3A112A},145.9266601,-17.9373044
148.579723561,-20.398531739,311,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Proserpine Sugar Mill,Operational,Sucrogen,Cogeneration,Biomass,Bagasse,17,4,Proserpine,Queensland,4,2016/11/30 00:00:00+00,"Point placed in middle of mill, exact location of power station within the mill site unknown.  Generation capacity figure not confirmed",{382498FE-E83E-4959-B665-5369AE4F7A1E},148.57972356,-20.39853174
151.205399674,-33.8383688769999,312,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,North Sydney,Operational,Cogent Energy,Spark Ignition Reciprocating Engine,Natural Gas,,0.8,1,North Sydney,New South Wales,5,2012/09/11 00:00:00+00,,{872715D8-5FBF-498E-8E7E-74A5D198916E},151.20539967,-33.83836888
151.209105457,-33.871534319,313,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Sydney,Operational,Cogent Energy,Spark Ignition Reciprocating Engine,Natural Gas,,0.8,1,Sydney,New South Wales,5,2012/09/11 00:00:00+00,,{3AEB9AE0-5F09-41FD-AE40-9FE71E46E497},151.20910546,-33.87153432
151.206933631,-33.839799203,314,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,North Sydney,Operational,Cogent Energy,Spark Ignition Reciprocating Engine,Natural Gas,,2.4,2,North Sydney,New South Wales,5,2012/09/11 00:00:00+00,,{F5E6B634-452D-4FE1-B9FA-8516362E5C22},151.20693363,-33.8397992
151.290810096,-33.6777573529999,315,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Blackmores,Operational,Cogent Energy,Spark Ignition Reciprocating Engine,Natural Gas,,0.8,2,Mona Vale,New South Wales,4,2012/09/11 00:00:00+00,"Point on facility, not sure of exact location of the generators",{C151B848-7D63-4FEE-B814-CDDABC06D7D6},151.2908101,-33.67775735
151.196628176,-33.810951442,316,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Nine Network,Operational,Nine Network,Compression Reciprocating Engine,Distillate,,3.2,,Willoughby,New South Wales,4,2012/09/11 00:00:00+00,"Point is on the Network building, don't know exact location of generator with facility",{C7DDF173-BA98-43F2-A1D3-A81208005F1B},151.19662818,-33.81095144
151.013738661,-33.9534270509999,317,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Revesby Workers Club,Operational,Revesby Workers Club,Compression Reciprocating Engine,Distillate,,2.5,1,Revesby,New South Wales,4,2012/09/11 00:00:00+00,"Point on facility, don't know exact location of generator",{7175AF63-3BDA-48EC-8DF7-A67FB5587FC1},151.01373866,-33.95342705
151.129386436,-33.974804693,318,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,St George Leagues Club,Operational,St George Leagues Club,Compression Reciprocating Engine,Distillate,,1,1,Beverley Park,New South Wales,4,2016/05/11 00:00:00+00,"Point on facility, don't know exact location of generator",{5C3C639D-4052-4385-A351-931CD98875A3},151.12938644,-33.97480469
151.235358143,-33.916691602,319,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,University of New South Wales,Operational,Cogent Energy,Spark Ignition Reciprocating Engine,Natural Gas,,0.8,1,Kensington,New South Wales,4,2012/09/11 00:00:00+00,"Point on Lowy Cancer Research Centre building, don't know exact location of generator on building site",{278F52A0-B928-4214-B79E-59A30A0B2874},151.23535814,-33.9166916
121.794343704,-32.19625116,320,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Norseman Mine,Operational,,,Distillate,,9,,Norseman,Western Australia,3,2012/09/19 00:00:00+00,Power station location needs to be confirmed with better imagery,{871A62F8-B69C-48B1-A0B5-20C56C500AA5},121.7943437,-32.19625116
121.269775857,-27.897193509,321,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Darlot Gold Mine,Operational,Barrick Gold,,Natural Gas,Liquefied Natural Gas,11.7,,Lake Darlot,Western Australia,5,2012/09/19 00:00:00+00,,{C7D5D775-BC24-4463-8D85-CA8C1E87F74C},121.26977586,-27.89719351
118.537157071,-28.2932994769999,322,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Windimurra Vanadium Mine,Operational,Atlantic Ltd,,Natural Gas,,23.7,7,Paynesville,Western Australia,5,2012/09/19 00:00:00+00,,{E875BDE6-00EB-496C-9BA7-F316ABE9B498},118.53715707,-28.29329948
115.528924684,-31.993738618,323,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Rottnest Island Wind Turbine,Operational,Verve Energy,Wind Turbine,Wind,,0.6,1,Rottnest Island,Western Australia,5,2012/09/19 00:00:00+00,There is also a backup diesel generator but couldn't find it,{19122A1E-7264-4873-99A1-09A679EF0CEF},115.52892468,-31.99373862
119.404026654,-22.3246966579999,324,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Cloudbreak,Operational,Contract Power,,Distillate,,44,18,Mulga Downs,Western Australia,5,2016/05/23 00:00:00+00,,{A71746CF-516E-4A56-8917-045B9C1EF8A2},119.40402665,-22.32469666
118.538384028,-20.3781653739999,325,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Port Hedland,Operational,Alinta Energy,,Natural Gas,,84,2,Boodarie,Western Australia,5,2012/09/20 00:00:00+00,,{42641C98-6B62-4AC5-AB9A-78E3DF9758A9},118.53838403,-20.37816537
115.877337785,-31.865376007,326,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Noranda,Operational,LMS Energy Generation Pty Ltd,,Biogas,Landfill Methane,1.1,1,Mirrabooka,Western Australia,5,2012/09/18 00:00:00+00,,{4A98CD8B-7591-4D02-AD2B-46B11929EB9A},115.87733779,-31.86537601
116.099250339,-31.831637176,327,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Red Hill,Operational,Landfill Gas and Power Pty Ltd,,Biogas,Landfill Methane,3.65,4,Red Hill,Western Australia,5,2012/09/18 00:00:00+00,,{5EE65A09-5DCA-4992-8B37-F7D7D95C35B3},116.09925034,-31.83163718
115.792454214,-31.957653267,328,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Shenton Park WMRC Project,Operational,AnaeCo Ltd,,Biogas,Municipal and Industrial Solid Waste,1,,Karrakatta,Western Australia,5,2016/05/23 00:00:00+00,,{7F649CFB-6156-49F8-8149-0F8F66A7B9E8},115.79245421,-31.95765327
115.998804015,-31.9767652149999,329,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Kalamunda,Operational,Landfill Gas and Power Pty Ltd,,Distillate,,1.3,1,Forrestfield,Western Australia,5,2012/09/18 00:00:00+00,Landfill gas generators were decommissioned July 2010. Site now contains a standby diesel generator,{D1AD473B-4801-42BF-A1E8-1DCA15F3330C},115.99880402,-31.97676521
115.891416401,-32.0738853559999,330,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Canning Vale,Operational,Landfill Gas and Power Pty Ltd,,Biogas,Landfill Methane,4,1,Canning Vale,Western Australia,5,2016/05/23 00:00:00+00,,{618CC5BB-518E-4472-82F7-A037B38B550B},115.8914164,-32.07388536
116.012882237,-32.022737563,331,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Gosnells,Operational,AGL Energy Pty Ltd,,Biogas,Landfill Methane,1.1,1,Orange Grove,Western Australia,5,2012/09/18 00:00:00+00,,{4BC099F3-A80A-48DE-BF5E-2E5C6A65F530},116.01288224,-32.02273756
153.118472963,-27.445254263,332,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,KRC Cogeneration Plant,Operational,AGL,Steam Subcritical,Natural Gas,,4.2,,Hemmant,Queensland,3,2012/09/14 00:00:00+00,"Point on facility, don't know exact location of generator",{2FC345A0-3743-4F71-8F5D-AC27221D5D6A},153.11847296,-27.44525426
144.968486059,-37.808582841,333,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Melbourne,Operational,Cogent Energy,Spark Ignition Reciprocating Engine,Natural Gas,,1.2,1,Melbourne,Victoria,5,2012/09/11 00:00:00+00,,{0A1F04EC-EC9C-4CAE-8B80-9489FFDB60DA},144.96848606,-37.80858284
144.960656061,-37.8061050659999,334,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Carlton,Operational,Cogent Energy,Compression Reciprocating Engine,Natural Gas,,0.4,1,Carlton,Victoria,5,2012/09/11 00:00:00+00,,{56F2BD21-389D-4BFD-A2E5-41D1390B2AC4},144.96065606,-37.80610507
145.89741574,-37.24305866,335,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Eildon Small Hydro,Operational,Pacific Hydro Investments Pty Ltd,Hydroelectric - Gravity,Water,,5,1,Eildon,Victoria,5,2016/05/11 00:00:00+00,,{3B843F6D-4974-407A-964F-188E4638D510},145.89741574,-37.24305866
144.405581695,-38.0586456779999,336,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Corio,Operational,EDL LFG Vic Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1,1,Corio,Victoria,5,2012/09/11 00:00:00+00,,{03480F9D-7C90-4939-A089-DC8D56D49FCE},144.4055817,-38.05864568
145.278127403,-38.023164973,337,Power Station,A facility used for the generation of electrical power for distribution,Renewable,South East Water Hallam Plant,Operational,South East Water,Hydroelectric - Gravity,Water,,0.25,1,Hampton Park,Victoria,1,2016/05/11 00:00:00+00,"Location unknown, point placed in middle of Hallam",{991EBD66-52E0-450F-B9AF-90DD8C06D2E4},145.2781274,-38.02316497
145.845781072,-37.302711487,338,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lower Rubicon,Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,13.55,1,Rubicon,Victoria,5,2012/09/11 00:00:00+00,,{1CF5A317-76AA-4020-B148-203CF540584A},145.84578107,-37.30271149
145.864532649,-37.3739075739999,339,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Royston,Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,0.9,1,Rubicon,Victoria,5,2012/09/11 00:00:00+00,,{52A54BAA-E49E-4ED6-AFD2-563325493E7A},145.86453265,-37.37390757
145.847684545,-37.340073522,340,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Rubicon Falls,Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,0.3,1,Rubicon,Victoria,5,2012/09/11 00:00:00+00,,{FFEA7E96-D463-45C3-9F0A-D64CEEA53F47},145.84768455,-37.34007352
144.122159133,-37.427122525,341,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Leonards Hill,Operational,Hepburn Community Wind Park Co-operative Ltd,Wind Turbine,Wind,,4.1,2,Leonards Hill,Victoria,5,2012/09/11 00:00:00+00,,{7DDF1C2C-ECC8-41B2-8376-99856674E2FE},144.12215913,-37.42712253
151.683895684,-30.4993980039999,342,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Box Hill,Proposed,AGL Energy,Wind Turbine,Wind,,25,,Armidale,New South Wales,1,2016/04/18 00:00:00+00,Location estimated from  NewEngland Wind Coop Wind Farm website,{511DFA53-92F6-40A6-9188-12CDCB6956F3},151.68389568,-30.499398
138.720290802,-34.8490154959999,343,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Highbury,Operational,EDL LFG SA Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2,1,Highbury,South Australia,5,2016/05/11 00:00:00+00,,{F43C9956-FF3F-48D6-9DF1-3CD42FD8BCE6},138.7202908,-34.8490155
138.712858217,-34.830313541,344,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tea Tree Gully,Operational,EDL LFG SA Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1,1,St Agnes,South Australia,5,2012/09/14 00:00:00+00,,{E8BFF93D-092B-45CB-9470-65DB43DE1DE7},138.71285822,-34.83031354
138.49146633,-35.1103818089999,345,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Port Stanvac,Operational,Infratil Energy Australia Pty Ltd,Compression Reciprocating Engine,Distillate,,57.6,36,Lonsdale,South Australia,5,2012/09/14 00:00:00+00,Built on the old site of Lonsdale PS. Peaking power station,{B5DB71C4-0C60-43CE-85F2-A9137D34FC80},138.49146633,-35.11038181
152.717102398,-25.5475754039999,346,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Maryborough,Operational,MSF Sugar,Steam Super Critical,Biomass,Bagasse,7.5,,Maryborough,Queensland,4,2012/09/14 00:00:00+00,"Point on facility, don't know exact location of generator",{48C53BF4-2DF2-4A3D-878E-B455B51897C6},152.7171024,-25.5475754
153.246308555,-27.7334364289999,347,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Stapylton Green Energy,Operational,Stapylton Green Energy,Steam Subcritical,Biomass,Wood Waste,4.8,,Stapylton,Queensland,4,2012/09/14 00:00:00+00,"Not sure if location is correct, imagery not sharp enough.  Definitely the right landfill.",{2569882F-4D67-4D14-84F3-8160CA5DC08D},153.24630856,-27.73343643
119.391491762,-34.3989936049999,348,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Bremer Bay Wind Turbine,Operational,Verve Energy,Wind Turbine,Wind,,0.6,1,Bremer Bay,Western Australia,5,2012/09/17 00:00:00+00,,{DDA439C4-2A39-4CC7-8549-AC5F26003371},119.39149176,-34.3989936
119.388814669,-34.401814628,349,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Bremer Bay Diesel Backup,Operational,Verve Energy,,Distillate,,1.3,1,Bremer Bay,Western Australia,5,2012/09/17 00:00:00+00,,{9988D6CF-5012-4185-BAEA-81C6DCCF4B38},119.38881467,-34.40181463
113.77593893,-23.1537277109999,350,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Coral Bay Wind Turbines,Operational,Verve Energy,Wind Turbine,Wind,,0.83,3,Lyndon,Western Australia,5,2012/09/17 00:00:00+00,,{923EB60E-D958-4544-A404-3B643E19092A},113.77593893,-23.15372771
113.776189292,-23.152131009,351,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Coral Bay Diesel Backup,Operational,Verve Energy,,Distillate,,2.24,8,Lyndon,Western Australia,5,2012/09/17 00:00:00+00,,{A27AD16A-94B7-4493-9212-7CD5E41C0DE2},113.77618929,-23.15213101
113.549321474,-25.911510587,352,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Denham Wind Turbines,Operational,Verve Energy,Wind Turbine,Wind,,0.92,4,Denham,Western Australia,5,2012/09/17 00:00:00+00,,{5972E469-994E-4429-B50D-5807FE42A4DD},113.54932147,-25.91151059
113.533965054,-25.916711559,353,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Denham Diesel Backup,Operational,Verve Energy,,Distillate,,1.6,3,Denham,Western Australia,5,2012/09/17 00:00:00+00,,{32947322-D627-4667-B049-661643DB0744},113.53396505,-25.91671156
115.771315691,-32.1424064729999,354,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Woodman Point,Operational,Water Corporation,,Biogas,Sewage Methane,1.8,3,Henderson,Western Australia,4,2012/09/18 00:00:00+00,Not sure if location is correct but point definitely at the Water Treatment Plant,{983CA3B5-5B18-4304-A5ED-92C1A71A4B56},115.77131569,-32.14240647
115.800810853,-32.1650076299999,355,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Henderson,Operational,Waste Gas Resources,,Biogas,Landfill Methane,3.2,3,Wattleup,Western Australia,5,2012/09/18 00:00:00+00,,{C28D8D94-88E0-42A8-BEDA-B424919C93CA},115.80081085,-32.16500763
115.726655559,-31.707772742,356,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tamala Park,Operational,Landfill Gas and Power Pty Ltd,,Biogas,Landfill Methane,4.65,,Tamala Park,Western Australia,5,2012/09/18 00:00:00+00,,{78269E2B-DD51-48C1-A8BD-4D00F7FA050E},115.72665556,-31.70777274
115.758644396,-32.50942774,357,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Mandurah,Operational,,,Biogas,Sewage Methane,1.3,,Parklands,Western Australia,3,2012/09/18 00:00:00+00,"Point placed at sewage treatment plant, don't know exact location of generator",{4C6ECFD4-1611-4B02-9123-D8E6843F5357},115.7586444,-32.50942774
115.815399633,-32.286309124,358,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Rockingham,Operational,AGL Energy Pty Ltd,,Biogas,Landfill Methane,2.1,,Baldivis,Western Australia,5,2012/09/18 00:00:00+00,,{795818EA-9E98-42CF-A379-DEF77B83DED2},115.81539963,-32.28630912
116.019325145,-32.266422758,359,Power Station,A facility used for the generation of electrical power for distribution,Renewable,South Cardup (Shale Road Landfill),Operational,Western Australian Landfill Services,,Biogas,Landfill Methane,3.3,3,Whitby,Western Australia,5,2012/09/18 00:00:00+00,,{941A1B18-9D9E-4927-B20E-382197010B28},116.01932515,-32.26642276
117.888715184,-27.421620891,360,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Cue,Operational,Energy Developments,,Distillate,,0.8,1,Cue,Western Australia,5,2012/09/19 00:00:00+00,,{BCD561F7-1E2A-4B5F-AF07-B3E62CC4F2C9},117.88871518,-27.42162089
119.294921708,-27.98557105,361,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Sandstone,Operational,Energy Developments,,Distillate,,0.4,,Sandstone,Western Australia,5,2012/09/19 00:00:00+00,,{7205A188-D25F-4B36-9390-E29524D90121},119.29492171,-27.98557105
120.111732976,-21.879487457,362,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Nullagine Solar Farm,Operational,Horizon Power,Solar Photovoltaic,Solar,Photovoltaic,0.2,900,Nullagine,Western Australia,5,2012/09/20 00:00:00+00,Solar farm is backed up by diesel generator,{EC576AB7-ACB6-49B6-B5F6-9A67C4072B4F},120.11173298,-21.87948746
120.112872074,-21.8794305019999,363,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Nullagine Diesel Backup,Operational,Horizon Power,,Distillate,,0.96,,Nullagine,Western Australia,5,2012/09/20 00:00:00+00,Diesel backup for the solar farm,{95478233-B07C-44A7-97BE-418073CB03A0},120.11287207,-21.8794305
119.741209624,-21.1643309999999,364,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Marble Bar Solar Farm,Operational,Horizon Power,Solar Photovoltaic,Solar,Photovoltaic,0.3,1350,Marble Bar,Western Australia,5,2012/09/20 00:00:00+00,,{9DB74A20-AA0D-4040-88E8-E064067A3932},119.74120962,-21.164331
119.741861118,-21.1649092929999,365,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Marble Bar Diesel Backup,Operational,Horizon Power,,Distillate,,1.28,,Marble Bar,Western Australia,5,2012/09/20 00:00:00+00,Diesel backup for the solar farm,{63CB15FD-D598-43BD-AF76-B795697DEC57},119.74186112,-21.16490929
123.644159154,-17.314127287,366,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Derby,Operational,Energy Developments Ltd,,Natural Gas,,12.53,,Derby,Western Australia,5,2012/09/20 00:00:00+00,,{3962E59E-A163-4100-97C0-212BC78FFDCE},123.64415915,-17.31412729
